Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop,Soil_Name
89,57,43,26.91515043,73.19897535,6.998787171,177.2233048,Jute,Unknown
61,41,44,24.36972377,82.11319791,6.537914958,159.9210934,Jute,clay loam
79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,Jute,Unknown
84,40,43,25.01157559,88.3313023,7.228268228,169.4168014,Jute,Unknown
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,Jute,clay loam
75,36,44,23.28081,74.27607475,6.613341343,153.7447398,Jute,Unknown
89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,Jute,clay loam
91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,Jute,Unknown
77,48,36,25.86705009,84.09985284,7.36008498,154.8390847,Jute,Unknown
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,Jute,clay loam
62,59,41,24.2248758,74.89465426,7.175170657,192.4931257,Jute,clay loam
82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,Jute,clay loam
61,41,35,24.97178693,79.47557931,6.842966479,195.7571622,Jute,clay loam
99,57,38,24.80624984,82.09281674,6.356295568,156.3616174,Jute,Unknown
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,Jute,clay loam
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,Jute,clay loam
73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,Jute,Unknown
67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,Jute,clay loam
84,37,42,25.49674786,81.13449097,6.691074249,169.9288234,Jute,Unknown
72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,Jute,Unknown
71,56,37,23.18866654,86.20899734,6.491506245,176.103677,Jute,Unknown
64,53,38,26.24347471,78.51063754,6.855362875,183.4065252,Jute,clay loam
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,Jute,clay loam
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,Jute,clay loam
86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,Jute,Unknown
90,50,44,26.91643698,73.48655995,6.253408852,171.4716375,Jute,Unknown
91,38,36,26.5232969,77.17331847,7.287318723,157.8548562,Jute,Unknown
87,48,38,23.81579631,80.94023552,7.161865733,190.312216,Jute,Unknown
72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,Jute,Unknown
71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,Jute,clay loam
82,46,41,23.3250131,79.79609448,6.581693772,187.3096148,Jute,Unknown
71,52,43,26.47549543,73.96164569,6.732826127,180.2513601,Jute,Unknown
80,43,43,23.78756036,74.36794079,6.014572075,172.6442654,Jute,Unknown
77,55,43,25.49941707,75.99987588,6.663559451,193.7141828,Jute,Unknown
95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,Jute,Unknown
63,47,35,26.98582182,89.05587886,7.432768147,193.8778713,Jute,clay loam
93,43,38,23.61475336,86.14290267,6.987332927,150.2355238,Jute,Unknown
87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,Jute,Unknown
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,Jute,Unknown
90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,Jute,Unknown
90,39,43,24.44743944,82.286484,6.7693455,190.9684885,Jute,Unknown
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,Jute,Unknown
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,Coffee,sandy loam
107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,Coffee,sandy loam
83,38,35,25.70822684,52.88667115,7.18915558,136.7325092,Coffee,clay loam
108,24,31,24.12832546,56.18107663,6.431899748,147.2757818,Coffee,sandy loam
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,Coffee,sandy loam
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,Coffee,sandy loam
109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,Coffee,sandy loam
89,25,34,23.07895447,63.65861483,7.184801627,129.8765443,Coffee,sandy loam
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,Coffee,sandy loam
111,32,34,25.46743689,69.35161206,6.392048018,171.3764462,Coffee,clay loam
84,36,28,26.7350622,55.55164819,6.119892347,140.6305213,Coffee,sandy loam
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,Coffee,sandy loam
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,Coffee,sandy loam
81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,Coffee,sandy loam
95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,Coffee,sandy loam
81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,Coffee,sandy loam
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,Coffee,sandy loam
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,Coffee,sandy loam
109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,Coffee,sandy loam
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,Coffee,sandy loam
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,Coffee,sandy loam
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,Coffee,sandy loam
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,Coffee,sandy loam
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,Coffee,sandy loam
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,Coffee,clay loam
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,Coffee,sandy loam
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,Coffee,sandy loam
98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,Coffee,sandy loam
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,Coffee,sandy loam
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,Coffee,clay loam
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,Coffee,sandy loam
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,Coffee,sandy loam
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,Coffee,sandy loam
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,Coffee,sandy loam
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,Coffee,clay loam
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,Coffee,clay loam
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,Coffee,sandy loam
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,Coffee,clay loam
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,Coffee,sandy loam
113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,Coffee,sandy loam
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,Coffee,sandy loam
80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,Coffee,sandy loam
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,Coffee,sandy loam
113,33,34,26.00373964,62.1445102,6.559817161,153.477776,Coffee,clay loam
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,Coffee,sandy loam
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,Coffee,sandy loam
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,Coffee,sandy loam
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,Coffee,sandy loam
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,Coffee,clay loam
82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,Coffee,sandy loam
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,Coffee,sandy loam
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,Coffee,sandy loam
99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,Coffee,sandy loam
120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,Coffee,sandy loam
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,Coffee,sandy loam
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,Coffee,clay loam
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,Coffee,sandy loam
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,Coffee,sandy loam
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,Coffee,sandy loam
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,Coffee,sandy loam
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,Coffee,sandy loam
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,Coffee,sandy loam
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,Coffee,clay loam
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,Coffee,sandy loam
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,Coffee,sandy loam
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,Coffee,sandy loam
99,40,32,24.18471151,69.94807345,7.045543056,163.2708732,Coffee,clay loam
89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,Coffee,sandy loam
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,Coffee,sandy loam
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,Coffee,sandy loam
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,Coffee,sandy loam
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,Coffee,sandy loam
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,Coffee,sandy loam
119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,Coffee,sandy loam
116,40,33,24.91370487,54.15319242,7.042089492,129.5481144,Coffee,clay loam
95,37,35,27.31317116,68.4233391,6.348337519,192.4288139,Coffee,clay loam
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,Coffee,clay loam
117,37,32,23.1069385,67.06230539,6.787658922,162.5769606,Coffee,clay loam
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,Coffee,sandy loam
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,Coffee,sandy loam
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,Coffee,sandy loam
101,31,26,26.70897548,69.71184111,6.861235184,158.8608887,Coffee,sandy loam
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,Coffee,clay loam
93,26,27,24.59245684,56.46829641,7.288211994,137.7044047,Coffee,sandy loam
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,Coffee,sandy loam
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,Coffee,sandy loam
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,Coffee,sandy loam
101,33,33,26.97251562,62.0183627,6.908671379,142.8610793,Coffee,clay loam
107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,Coffee,clay loam
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,Coffee,sandy loam
103,40,30,27.30901814,55.196224,6.348316257,141.4831644,Coffee,sandy loam
118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,Coffee,clay loam
106,21,35,25.627355,57.04151119,7.428523634,188.5506536,Coffee,sandy loam
116,38,34,23.29250318,50.04557009,6.020947179,183.468585,Coffee,clay loam
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,Coffee,sandy loam
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,Coffee,clay loam
99,15,27,27.41711238,56.63636248,6.086922359,127.92461,Coffee,sandy loam
118,33,30,24.13179691,67.22512329,6.362607851,173.3228386,Coffee,sandy loam
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,Coffee,clay loam
104,18,30,23.60301571,60.39647474,6.779832611,140.9370415,Coffee,sandy loam
77,30,45,22.82980389,62.23423103,6.346175478,128,Barley,sandy loam
74,30,47,21.87002572,66.42867218,6.355306465,134,Barley,sandy loam
73,30,43,22.05474547,60.65604243,6.033928488,137,Barley,sandy loam
71,27,43,23.2819653,67.96359743,6.204089624,126,Barley,sandy clay loam
77,27,46,20.76021349,65.29794639,6.184179548,154,Barley,sandy clay loam
79,30,45,21.66407161,69.5370371,6.152768589,152,Barley,sandy loam
74,31,42,22.49484207,64.55500618,6.318548849,140,Barley,clay loam
78,27,47,20.94124959,67.4674827,6.053344469,137,Barley,sandy clay loam
74,32,43,21.9616803,60.9620835,6.106135784,136,Barley,clay loam
76,30,45,21.05618934,61.32081461,6.319653395,135,Barley,sandy loam
77,32,45,21.71096786,66.26287223,6.152752596,150,Barley,clay loam
76,32,47,22.10072337,66.40800069,6.073497021,142,Barley,clay loam
70,28,44,22.68547856,69.58145937,6.160872673,137,Barley,sandy clay loam
75,28,42,20.91710045,67.89605852,6.161542622,135,Barley,sandy clay loam
72,31,44,23.0288904,68.51498704,6.199851018,130,Barley,clay loam
77,30,44,21.34483952,67.30312808,6.020196536,154,Barley,sandy loam
78,32,45,22.97338046,69.64360334,6.247860335,141,Barley,clay loam
77,29,42,20.72706505,64.36259241,6.168825694,126,Barley,sandy clay loam
78,29,46,22.42250954,61.6949154,6.325204466,143,Barley,sandy clay loam
70,32,45,21.57313549,68.04468538,6.280452502,135,Barley,clay loam
70,27,43,21.73972171,65.71635545,6.26997415,150,Barley,sandy clay loam
73,31,44,21.30526643,68.63183857,6.212581886,140,Barley,clay loam
76,31,44,23.12564477,67.17453016,6.262248118,136,Barley,clay loam
76,29,43,22.47240299,60.90393786,6.339713982,143,Barley,sandy clay loam
71,28,47,23.26019048,62.08381379,6.328786591,150,Barley,sandy clay loam
71,30,43,20.9214105,60.94231737,6.129969414,135,Barley,sandy loam
71,27,46,21.26618686,66.79777945,6.323604793,126,Barley,sandy clay loam
73,27,45,23.49117518,67.40980501,6.05515457,149,Barley,sandy clay loam
70,30,44,23.26490886,62.50879934,6.297027419,131,Barley,sandy loam
77,31,42,23.0530595,65.83353686,6.169474,140,Barley,clay loam
77,29,44,23.00636166,60.47584437,6.1798242,128,Barley,sandy clay loam
77,32,42,20.68503883,63.2255046,6.005367345,153,Barley,clay loam
70,28,47,23.30667061,66.96226274,6.041992512,147,Barley,sandy clay loam
77,30,47,21.24653319,63.87859478,6.166906198,135,Barley,sandy loam
71,27,43,22.96380134,61.85216141,6.045025883,126,Barley,sandy clay loam
70,32,47,21.97474322,69.49922131,6.253781613,137,Barley,clay loam
74,28,42,21.97578993,67.62921129,6.308938711,144,Barley,sandy clay loam
72,30,43,21.58429832,63.10361974,6.30372629,134,Barley,sandy loam
75,27,45,21.28859067,61.3774939,6.090230287,142,Barley,sandy clay loam
71,28,44,22.03261787,62.91966842,6.050309849,130,Barley,sandy clay loam
78,32,47,22.60252411,65.95892659,6.204700142,137,Barley,clay loam
77,31,46,22.53814506,65.04204631,6.373026087,143,Barley,clay loam
77,31,44,21.90747126,69.13235516,6.238027685,141,Barley,clay loam
71,29,43,21.23250835,66.79551962,6.018673892,126,Barley,sandy clay loam
79,29,43,23.49490999,65.17697784,6.351471014,146,Barley,sandy clay loam
73,28,43,20.88342645,69.9313172,6.105491589,144,Barley,sandy clay loam
78,27,47,21.07179424,67.73712002,6.287789386,128,Barley,sandy clay loam
79,30,42,21.29181896,62.6496417,6.371694019,131,Barley,sandy loam
77,31,43,21.31376768,66.02324667,6.10210841,148,Barley,clay loam
71,31,42,22.83685199,60.92018256,6.332366278,145,Barley,clay loam
72,31,42,23.04855584,69.96927371,6.174907368,130,Barley,clay loam
71,32,46,22.33871379,62.5069664,6.389525645,130,Barley,clay loam
74,28,47,20.90605288,63.69457119,6.292683643,143,Barley,sandy clay loam
72,27,45,22.70086586,62.34467274,6.216420759,147,Barley,sandy clay loam
73,27,47,22.13923349,67.54714541,6.323235288,149,Barley,sandy clay loam
73,30,47,21.11617986,62.31681195,6.230959153,149,Barley,sandy loam
78,29,44,20.94634015,64.76939401,6.064867363,154,Barley,sandy clay loam
73,30,44,21.14979532,69.44894309,6.145932444,149,Barley,sandy loam
74,32,44,20.9223767,68.4287698,6.328332018,140,Barley,clay loam
75,27,42,21.11790991,64.95613296,6.060169331,133,Barley,sandy clay loam
76,27,46,22.77523677,63.45148317,6.33870489,154,Barley,sandy clay loam
78,29,46,21.01128945,63.54548517,6.204012154,131,Barley,sandy clay loam
75,28,43,21.94584632,67.40564964,6.203421266,141,Barley,sandy clay loam
70,29,47,20.84017342,65.04982874,6.382201165,142,Barley,sandy clay loam
79,30,43,22.21570021,65.46930557,6.354734574,133,Barley,sandy loam
73,32,42,21.44851327,64.39188982,6.394652299,143,Barley,clay loam
70,31,46,21.19850329,68.05491418,6.390846131,138,Barley,clay loam
76,27,43,20.5531195,61.57396844,6.006137089,134,Barley,sandy clay loam
77,30,43,21.01913267,60.52182943,6.044747842,149,Barley,sandy loam
72,31,46,22.39309236,68.70457311,6.101853611,148,Barley,clay loam
74,32,47,21.12667729,61.09389755,6.341477951,152,Barley,clay loam
73,28,46,20.82368215,64.00930975,6.121995292,143,Barley,sandy clay loam
72,27,42,22.94069935,66.87471797,6.112627081,149,Barley,sandy clay loam
70,28,42,23.41614227,67.87917792,6.34075302,151,Barley,sandy clay loam
75,30,45,22.56445855,68.60801315,6.284390262,144,Barley,sandy loam
76,29,45,20.69825062,67.44779068,6.122784629,147,Barley,sandy clay loam
72,27,44,21.54298068,69.03151497,6.323206023,141,Barley,sandy clay loam
78,28,47,21.15363909,64.19478438,6.275389353,136,Barley,sandy clay loam
78,30,44,20.85039536,62.26394368,6.018825941,144,Barley,sandy loam
78,29,47,21.2688812,60.99385066,6.388536802,129,Barley,sandy clay loam
78,32,42,20.92843868,67.70157018,6.250288776,130,Barley,clay loam
77,32,46,20.51284336,64.88218319,6.393845801,134,Barley,clay loam
71,31,42,22.20735684,65.23170433,6.220305887,154,Barley,clay loam
74,31,47,20.75038663,65.38345865,6.205623768,143,Barley,clay loam
73,32,44,20.74505415,60.34501579,6.295891898,146,Barley,clay loam
71,29,47,21.37733527,64.13185805,6.131694357,153,Barley,sandy clay loam
76,32,42,21.69234137,68.74021472,6.301305624,130,Barley,clay loam
71,30,46,22.58799752,65.60833955,6.114365748,149,Barley,sandy loam
73,32,42,21.78428874,65.24034354,6.020539268,136,Barley,clay loam
75,28,43,20.96672745,67.69928852,6.021852797,141,Barley,sandy clay loam
70,28,46,23.22555134,60.66073446,6.329387166,151,Barley,sandy clay loam
73,29,43,21.10185321,64.89088843,6.397945502,144,Barley,sandy clay loam
73,29,42,20.7888619,62.12481793,6.355202786,126,Barley,sandy clay loam
75,31,46,21.48462628,68.80053823,6.010445085,136,Barley,clay loam
70,31,42,23.15945061,60.13946565,6.388577195,154,Barley,clay loam
77,27,43,23.37422602,68.63877655,6.045410234,149,Barley,sandy clay loam
76,28,44,21.39830187,66.13824311,6.100454743,141,Barley,sandy clay loam
70,30,47,21.30285311,63.53259612,6.030108725,144,Barley,sandy loam
73,30,47,21.56537519,69.63478447,6.071687973,141,Barley,sandy loam
76,27,45,22.13881704,64.56025856,6.275721124,129,Barley,sandy clay loam
62,22,37,27.64723531,83.91536028,6.725326053,202,Sugarcane,loamy sand
58,24,39,27.05449043,79.56205961,6.925632774,197,Sugarcane,loamy sand
60,22,38,28.37666858,79.04279546,6.8595758,208,Sugarcane,loamy sand
63,26,40,27.95854524,75.62895169,6.602251354,210,Sugarcane,sandy loam
64,22,38,28.5323737,84.02913021,6.89743416,222,Sugarcane,loamy sand
57,26,37,27.22197153,81.37821693,6.751948003,207,Sugarcane,sandy loam
58,23,41,28.44826846,76.94314491,6.975236368,201,Sugarcane,sandy clay loam
63,24,39,27.07677477,75.01950458,6.976626848,202,Sugarcane,loamy sand
63,25,41,28.40062056,83.63563268,6.640145591,214,Sugarcane,sandy clay loam
58,26,40,28.36386068,79.79165015,6.848927347,212,Sugarcane,sandy loam
56,25,42,28.44628447,82.33778331,6.937994627,205,Sugarcane,sandy clay loam
63,23,38,26.60162974,84.71169418,6.690298601,199,Sugarcane,loamy sand
55,25,37,28.35514256,81.17128258,6.804623153,218,Sugarcane,sandy loam
62,26,41,28.45406454,80.65189088,6.897069772,203,Sugarcane,sandy clay loam
59,25,42,28.6562934,80.99383615,6.883075324,197,Sugarcane,sandy clay loam
55,25,39,27.24331563,81.41323915,6.973324576,206,Sugarcane,sandy loam
64,24,38,28.38536289,79.51506025,6.927056633,217,Sugarcane,loamy sand
58,25,41,28.364773,80.01961928,6.798027259,199,Sugarcane,sandy clay loam
57,24,42,27.9161747,81.660826,6.916376167,224,Sugarcane,sandy clay loam
56,22,42,26.78438209,79.62221397,6.865633828,203,Sugarcane,sandy clay loam
59,26,38,26.70087464,80.17920902,6.670407398,203,Sugarcane,sandy loam
64,25,39,27.54248666,82.50078414,6.654864378,207,Sugarcane,sandy loam
60,24,39,26.54137645,76.8921355,6.65056326,195,Sugarcane,loamy sand
58,22,37,29.36223591,78.88377797,6.720537486,216,Sugarcane,loamy sand
60,23,40,27.45753612,76.44720316,6.887756887,218,Sugarcane,loamy sand
60,25,42,26.92028694,83.1377434,6.834867716,208,Sugarcane,sandy clay loam
55,25,39,28.80521174,84.36282846,6.821034243,211,Sugarcane,sandy loam
61,22,42,29.31677608,79.65340784,6.735105278,224,Sugarcane,sandy clay loam
56,23,42,28.95179813,82.24045495,6.621142332,218,Sugarcane,sandy clay loam
61,22,39,29.28853424,76.55052457,6.681620669,210,Sugarcane,loamy sand
63,24,37,29.4583379,77.01627775,6.722038169,196,Sugarcane,loamy sand
61,23,41,27.80218068,75.62797917,6.706647432,209,Sugarcane,sandy clay loam
62,25,39,27.42413314,78.457475,6.630996762,210,Sugarcane,sandy loam
64,25,42,28.78248616,81.94639021,6.664793898,211,Sugarcane,sandy clay loam
64,24,41,28.34434442,77.87759255,6.717922388,217,Sugarcane,sandy clay loam
56,27,39,28.30046524,84.66972469,6.704340333,198,Sugarcane,sandy loam
62,27,41,27.52292332,80.19299982,6.780484415,203,Sugarcane,sandy clay loam
63,27,37,29.13959132,77.56312957,6.798343926,201,Sugarcane,sandy loam
63,26,39,27.67813101,83.46093049,6.912125198,195,Sugarcane,sandy loam
63,26,39,28.74331373,83.37654571,6.600133302,198,Sugarcane,sandy loam
63,26,37,27.5581251,75.64002375,6.943723049,204,Sugarcane,sandy loam
55,27,41,28.86704745,75.49212419,6.744645422,203,Sugarcane,sandy clay loam
63,23,41,29.35379685,84.83030039,6.944916435,222,Sugarcane,sandy clay loam
58,25,39,27.7115236,76.01316882,6.636001847,201,Sugarcane,sandy loam
60,25,38,27.05649287,75.9716357,6.63643817,201,Sugarcane,sandy loam
56,26,41,29.16580784,79.48021,6.905847451,207,Sugarcane,sandy clay loam
62,26,42,27.22299283,76.20423468,6.791103281,211,Sugarcane,sandy clay loam
62,27,40,28.73901776,76.64281087,6.888773805,200,Sugarcane,sandy loam
57,26,37,28.03055242,76.91643215,6.852130084,210,Sugarcane,sandy loam
55,26,37,26.96143171,84.22499763,6.922460173,206,Sugarcane,sandy loam
62,27,40,27.18621549,83.75765954,6.873281168,199,Sugarcane,sandy loam
55,25,40,26.89201533,84.95874519,6.809263221,195,Sugarcane,sandy loam
56,25,38,26.81219972,84.22113219,6.782486653,222,Sugarcane,sandy loam
63,27,39,26.61709342,83.30360868,6.891618216,219,Sugarcane,sandy loam
64,24,42,26.83212508,75.90427255,6.908348067,205,Sugarcane,sandy clay loam
60,22,39,27.1118692,77.90443716,6.919989718,211,Sugarcane,loamy sand
55,24,38,27.50094229,76.05003018,6.821016993,216,Sugarcane,sandy loam
61,26,38,28.44347954,80.15658155,6.913348256,206,Sugarcane,sandy loam
60,27,42,28.4610299,84.84853233,6.770572325,206,Sugarcane,sandy clay loam
55,22,42,26.97142841,78.05745715,6.641765871,216,Sugarcane,sandy clay loam
59,25,39,29.28867932,76.71319549,6.740562709,203,Sugarcane,sandy loam
58,23,41,26.60127474,80.4721679,6.905343391,216,Sugarcane,sandy clay loam
58,23,38,29.090418,84.50767828,6.984448094,206,Sugarcane,loamy sand
57,22,42,29.12685372,79.9218343,6.990192543,204,Sugarcane,sandy clay loam
61,22,38,28.88273401,81.80835645,6.910918299,207,Sugarcane,loamy sand
56,23,40,28.27912065,81.85185624,6.608956199,201,Sugarcane,loamy sand
56,23,42,26.55139043,77.9330921,6.836816272,212,Sugarcane,sandy clay loam
64,24,39,27.49841789,77.04584175,6.993431621,224,Sugarcane,loamy sand
55,22,41,28.00437394,79.75320933,6.852606257,198,Sugarcane,sandy clay loam
61,22,42,27.52348623,78.28980516,6.759316147,208,Sugarcane,sandy clay loam
56,22,39,28.52345042,78.92625059,6.745430189,207,Sugarcane,loamy sand
57,27,41,29.12454233,77.29126346,6.737281363,205,Sugarcane,sandy clay loam
57,27,37,28.52546711,78.69389964,6.688838734,203,Sugarcane,sandy loam
60,25,37,28.98064414,79.83277933,6.966406766,207,Sugarcane,sandy loam
56,24,39,26.64069938,75.69417977,6.699467259,220,Sugarcane,loamy sand
58,27,40,27.66500254,80.27913147,6.682692988,206,Sugarcane,sandy loam
55,26,42,29.20867869,79.80138977,6.838835386,206,Sugarcane,sandy clay loam
62,27,38,28.76937501,81.78418995,6.781745198,201,Sugarcane,sandy loam
58,27,40,27.64441234,80.01890793,6.723128407,216,Sugarcane,sandy loam
57,22,39,28.15289171,79.17152692,6.602816785,212,Sugarcane,loamy sand
59,27,37,27.87968881,80.67936368,6.85955432,195,Sugarcane,sandy loam
64,27,41,29.06247758,78.62349412,6.771193926,200,Sugarcane,sandy clay loam
62,23,41,28.47282715,75.82570887,6.893444728,210,Sugarcane,sandy clay loam
64,22,37,28.16868494,82.67036973,6.607525956,198,Sugarcane,loamy sand
63,25,42,27.78172586,78.21448235,6.983970053,198,Sugarcane,sandy clay loam
60,24,42,28.36931994,77.65884577,6.995168038,218,Sugarcane,sandy clay loam
60,22,42,28.67647365,75.72590715,6.609901324,223,Sugarcane,sandy clay loam
58,25,41,27.69285788,78.26102082,6.685984506,223,Sugarcane,sandy clay loam
60,24,39,27.68342554,83.41102632,6.929084318,210,Sugarcane,loamy sand
64,23,40,27.06639518,82.30318297,6.880438205,211,Sugarcane,loamy sand
55,26,39,26.54956328,75.64340161,6.872655933,206,Sugarcane,sandy loam
62,23,39,29.07312694,77.03078546,6.893087407,213,Sugarcane,loamy sand
55,25,41,28.35207993,82.49759147,6.747245834,221,Sugarcane,sandy clay loam
57,22,42,27.22478755,81.63699841,6.721662459,204,Sugarcane,sandy clay loam
60,23,38,28.75421654,79.45573351,6.993154734,206,Sugarcane,loamy sand
58,26,40,27.76003591,75.66466206,6.694435165,198,Sugarcane,sandy loam
58,23,38,29.44430572,76.75568964,6.716130018,203,Sugarcane,loamy sand
62,26,40,28.50190059,80.03611175,6.895707247,220,Sugarcane,sandy loam
61,22,42,27.67962225,79.64336194,6.914989647,223,Sugarcane,sandy clay loam
63,26,38,28.04736376,79.0751561,6.90722434,198,Sugarcane,sandy loam
52,22,32,23.5683837,58.15932278,5.459364142,147,Peanut,sandy loam
48,19,35,24.81289157,54.39614366,5.671722432,165,Peanut,sandy loam
50,21,32,23.34045946,58.20541904,5.61034929,161,Peanut,sandy loam
54,22,32,23.57948273,53.99816352,5.614765046,170,Peanut,sandy loam
50,21,35,24.80490945,51.5819406,5.688141182,172,Peanut,sandy loam
46,19,34,24.87134481,54.00566998,5.463136039,174,Peanut,sandy loam
53,21,32,24.74481068,57.12102533,5.447075568,172,Peanut,sandy loam
49,18,37,23.03348821,54.50244064,5.478256939,152,Peanut,sandy loam
52,21,36,22.71204519,57.28287768,5.565218537,155,Peanut,sandy loam
54,20,37,24.19495381,54.1371526,5.650472215,148,Peanut,sandy loam
47,17,34,23.97934614,52.41823221,5.693694713,155,Peanut,sandy loam
45,21,34,24.99231575,50.61364025,5.485912513,147,Peanut,sandy loam
46,22,32,24.8477385,52.21274456,5.646127261,156,Peanut,sandy loam
45,21,36,24.7037258,50.13798946,5.635857117,170,Peanut,sandy loam
51,22,34,23.54131175,55.17399852,5.326958489,148,Peanut,sandy loam
46,18,36,23.39909236,52.72005514,5.57826843,159,Peanut,sandy loam
